iter	Passed	Remaining
164	214	1087
165	215	1081
166	215	1075
167	216	1070
168	216	1064
169	216	1059
170	217	1054
171	217	1048
172	218	1043
173	218	1038
174	219	1032
175	219	1027
176	219	1022
177	220	1017
178	220	1012
179	221	1007
180	221	1002
181	221	997
182	222	992
183	222	987
184	223	983
185	223	978
186	223	973
187	224	969
188	224	964
189	225	960
190	225	955
191	226	951
192	226	946
193	226	942
194	227	938
195	227	934
196	228	929
197	228	925
198	228	921
199	229	917
200	229	913
201	230	909
202	230	905
203	231	901
204	231	898
205	231	894
206	232	890
207	232	886
208	233	882
209	233	879
210	234	875
211	234	871
212	234	868
213	235	864
214	235	860
215	236	857
216	236	853
217	237	850
218	237	846
219	237	843
220	238	839
221	238	836
222	239	832
223	239	829
224	239	826
225	240	822
226	240	819
227	241	816
228	241	812
229	241	809
230	242	806
231	242	803
232	243	800
233	243	797
234	243	793
235	244	791
236	244	787
237	245	784
238	245	781
239	245	778
240	246	775
241	246	772
242	247	770
243	247	767
244	247	764
245	248	761
246	248	758
247	249	755
248	249	752
249	250	750
250	250	747
251	250	744
252	251	741
253	251	739
254	252	736
255	252	734
256	252	731
257	253	729
258	253	726
259	254	723
260	254	721
261	255	718
262	255	716
263	255	713
264	256	711
265	256	708
266	257	705
267	257	703
268	257	701
269	258	698
270	258	696
271	259	694
272	259	691
273	260	689
274	260	687
275	261	684
276	261	682
277	261	680
278	262	677
279	262	675
280	263	673
281	263	670
282	263	668
283	264	666
284	264	664
285	265	662
286	265	659
287	266	657
288	266	655
289	266	653
290	267	651
291	267	649
292	268	646
293	268	644
294	268	642
295	269	640
296	269	638
297	270	636
298	270	634
299	271	632
300	271	630
301	271	628
302	272	626
303	272	624
304	273	622
305	273	620
306	273	618
307	274	616
308	274	614
309	275	612
310	275	610
311	276	608
312	276	606
313	276	604
314	277	603
315	277	601
316	278	599
317	278	597
318	278	595
319	279	593
320	279	591
321	280	590
322	280	588
323	281	586
324	281	584
325	281	582
326	282	581
327	282	579
328	283	577
329	283	575
330	283	573
331	284	572
332	284	570
333	285	568
334	285	566
335	285	565
336	286	563
337	286	561
338	287	560
339	287	558
340	288	556
341	288	555
342	288	553
343	289	551
344	289	550
345	290	548
346	290	546
347	291	545
348	291	543
349	291	542
350	292	540
351	292	538
352	293	537
353	293	535
354	293	534
355	294	532
356	294	530
357	295	529
358	295	527
359	296	526
360	296	524
361	296	523
362	297	521
363	297	520
364	298	518
365	298	517
366	299	515
367	299	514
368	299	512
369	300	511
370	300	509
371	301	508
372	301	506
373	302	505
374	302	504
375	302	502
376	303	501
377	303	499
378	304	498
379	304	496
380	304	495
381	305	494
382	305	492
383	306	491
384	306	489
385	307	488
386	307	487
387	307	485
388	308	484
389	308	482
390	309	481
391	309	480
392	309	478
393	310	477
394	310	475
395	311	474
396	311	473
397	311	471
398	312	470
399	312	469
400	313	467
401	313	466
402	314	465
403	314	463
404	314	462
405	315	461
406	315	459
407	316	458
408	316	457
409	316	456
410	317	454
411	317	453
412	318	452
413	318	451
414	319	450
415	319	448
416	320	447
417	320	446
418	321	445
419	321	443
420	321	442
421	322	441
422	322	440
423	323	439
424	323	437
425	323	436
426	324	435
427	324	434
428	325	432
429	325	431
430	326	430
431	326	429
432	326	428
433	327	426
434	327	425
435	328	424
436	328	423
437	329	422
438	329	420
439	329	419
440	330	418
441	330	417
442	331	416
443	331	415
444	331	413
445	332	412
446	333	412
447	333	410
448	334	409
449	334	408
450	335	407
451	335	406
452	335	405
453	336	404
454	336	403
455	337	402
456	337	401
457	338	400
458	338	398
459	338	397
460	339	396
461	339	395
462	340	394
463	340	393
464	340	392
465	341	391
466	341	389
467	342	388
468	342	387
469	342	386
470	343	385
471	343	384
472	344	383
473	344	382
474	344	381
475	345	380
476	345	379
477	346	378
478	346	377
479	347	376
480	347	375
481	348	374
482	348	373
483	348	372
484	349	370
485	349	369
486	350	368
487	350	367
488	350	366
489	351	365
490	351	364
491	352	363
492	352	362
493	353	361
494	353	360
495	353	359
496	354	358
497	354	357
498	355	356
499	355	355
500	355	354
501	356	353
502	356	352
503	357	351
504	357	350
505	358	349
506	358	348
507	358	347
508	359	346
509	359	345
510	360	344
511	360	343
512	361	342
513	361	341
514	362	340
515	362	339
516	362	339
517	363	338
518	363	337
519	364	336
520	364	335
521	364	334
522	365	333
523	365	332
524	366	331
525	366	330
526	367	329
527	367	328
528	367	327
529	368	326
530	368	325
531	369	324
532	369	323
533	369	322
534	370	321
535	370	321
536	371	320
537	371	319
538	372	318
539	372	317
540	372	316
541	373	315
542	373	314
543	374	313
544	374	312
545	375	311
546	375	311
547	376	310
548	376	309
549	376	308
550	377	307
551	377	306
552	378	306
553	379	305
554	379	304
555	380	303
556	380	302
557	381	301
558	381	301
559	382	300
560	382	299
561	383	298
562	383	297
563	384	296
564	384	296
565	385	295
566	385	294
567	386	293
568	386	292
569	387	292
570	387	291
571	387	290
572	388	289
573	388	288
574	389	287
575	390	287
576	390	286
577	390	285
578	391	284
579	391	283
580	392	283
581	392	282
582	393	281
583	393	280
584	394	279
585	394	278
586	395	278
587	395	277
588	396	276
589	396	275
590	397	274
591	397	274
592	398	273
593	398	272
594	398	271
595	399	270
596	400	270
597	400	269
598	401	268
599	401	267
600	402	266
601	402	266
602	403	265
603	403	264
604	403	263
605	404	262
606	404	262
607	405	261
608	405	260
609	406	259
610	406	258
611	407	258
612	407	257
613	408	256
614	408	255
615	409	255
616	409	254
617	410	253
618	410	252
619	411	251
620	411	251
621	411	250
622	412	249
623	412	248
624	413	247
625	413	247
626	414	246
627	414	245
628	415	245
629	415	244
630	416	243
631	416	242
632	417	241
633	417	241
634	418	240
635	418	239
636	419	239
637	420	238
638	420	237
639	421	236
640	421	236
641	422	235
642	422	234
643	423	233
644	423	233
645	424	232
646	424	231
647	425	231
648	425	230
649	426	229
650	426	228
651	427	228
652	427	227
653	428	226
654	428	225
655	429	224
656	429	224
657	429	223
658	430	222
659	430	221
660	431	221
661	431	220
662	432	219
663	432	218
664	432	218
665	433	217
666	433	216
667	434	215
668	434	214
669	434	214
670	435	213
671	435	212
672	436	211
673	436	211
674	436	210
675	437	209
676	437	208
677	438	208
678	438	207
679	438	206
680	439	205
681	439	205
682	440	204
683	440	203
684	440	202
685	441	201
686	441	201
687	442	200
688	442	199
689	442	198
690	443	198
691	443	197
692	444	196
693	444	196
694	444	195
695	445	194
696	445	193
697	446	193
698	446	192
699	446	191
700	447	190
701	447	190
702	448	189
703	448	188
704	449	187
705	449	187
706	449	186
707	450	185
708	450	184
709	451	184
710	451	183
711	451	182
712	452	182
713	452	181
714	453	180
715	453	179
716	453	179
717	454	178
718	454	177
719	455	177
720	455	176
721	455	175
722	456	174
723	456	174
724	457	173
725	457	172
726	458	172
727	458	171
728	459	170
729	459	169
730	459	169
731	460	168
732	461	167
733	461	167
734	461	166
735	462	165
736	462	165
737	463	164
738	463	163
739	464	163
740	464	162
741	465	161
742	465	160
743	465	160
744	466	159
745	466	158
746	467	158
747	467	157
748	467	156
749	468	156
750	468	155
751	469	154
752	469	154
753	470	153
754	470	152
755	470	151
756	471	151
757	471	150
758	472	149
759	472	149
760	472	148
761	473	147
762	473	147
763	474	146
764	474	145
765	475	145
766	475	144
767	475	143
768	476	143
769	476	142
770	477	141
771	477	141
772	477	140
773	478	139
774	478	138
775	479	138
776	479	137
777	479	136
778	480	136
779	480	135
780	481	134
781	481	134
782	482	133
783	482	132
784	482	132
785	483	131
786	483	130
787	484	130
788	484	129
789	484	128
790	485	128
791	485	127
792	486	126
793	486	126
794	487	125
795	487	124
796	487	124
797	488	123
798	488	122
799	489	122
800	489	121
801	490	120
802	490	120
803	490	119
804	491	119
805	491	118
806	492	117
807	492	117
808	493	116
809	493	115
810	493	115
811	494	114
812	494	113
813	495	113
814	495	112
815	495	111
816	496	111
817	496	110
818	496	109
819	497	109
820	497	108
821	498	107
822	498	107
823	499	106
824	499	105
825	499	105
826	500	104
827	500	104
828	501	103
829	501	102
830	501	102
831	502	101
832	502	100
833	503	100
834	503	99
835	503	98
836	504	98
837	504	97
838	505	96
839	505	96
840	505	95
841	506	95
842	506	94
843	507	93
844	507	93
845	508	92
846	508	91
847	508	91
848	509	90
849	509	89
850	510	89
851	510	88
852	510	88
853	511	87
854	511	86
855	512	86
856	512	85
857	512	84
858	513	84
859	513	83
860	514	83
861	514	82
862	514	81
863	515	81
864	515	80
865	516	79
866	516	79
867	517	78
868	517	78
869	517	77
870	518	76
871	518	76
872	519	75
873	519	74
874	520	74
875	520	73
876	520	73
877	521	72
878	521	71
879	522	71
880	522	70
881	523	69
882	523	69
883	523	68
884	524	68
885	524	67
886	525	66
887	525	66
888	526	65
889	526	65
890	526	64
891	527	63
892	527	63
893	528	62
894	528	62
895	528	61
896	529	60
897	529	60
898	530	59
899	530	58
900	531	58
901	531	57
902	531	57
903	532	56
904	532	55
905	533	55
906	533	54
907	534	54
908	534	53
909	534	52
910	535	52
911	535	51
912	536	51
913	536	50
914	537	49
915	537	49
916	537	48
917	538	48
918	538	47
919	539	46
920	539	46
921	539	45
922	540	45
923	540	44
924	541	43
925	541	43
926	542	42
927	542	42
928	542	41
929	543	40
930	543	40
931	544	39
932	544	39
933	544	38
934	545	37
935	545	37
936	546	36
937	546	36
938	547	35
939	547	34
940	547	34
941	548	33
942	548	33
943	549	32
944	549	31
945	549	31
946	550	30
947	550	30
948	551	29
949	551	29
950	551	28
951	552	27
952	552	27
953	553	26
954	553	26
955	554	25
956	554	24
957	554	24
958	555	23
959	555	23
960	556	22
961	556	21
962	556	21
963	557	20
964	557	20
965	558	19
966	558	19
967	559	18
968	559	17
969	559	17
970	560	16
971	560	16
972	561	15
973	561	14
974	561	14
975	562	13
976	562	13
977	563	12
978	563	12
979	563	11
980	564	10
981	564	10
982	565	9
983	565	9
984	566	8
985	566	8
986	566	7
987	567	6
988	567	6
989	568	5
990	568	5
991	568	4
992	569	4
993	569	3
994	570	2
995	570	2
996	570	1
997	571	1
998	571	0
999	572	0
